Date,Away,Home,Algo proj,Away proj,Home proj,Away odds,Home odds,Diff away,Diff home,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won,Bet,To win,Won
7-7-2009,atlanta-braves,chicago-cubs,-56.61%,130,-130,-111,-108,41,22,$100,$92.59259259259258,$0,$100,$92.59259259259258,$0,,,,,,
7-7-2009,baltimore-orioles,seattle-mariners,-58.06%,138,-138,120,-142,18,4,,,,,,,,,,,,
7-7-2009,oakland-athletics,boston-red-sox,-58.59%,141,-141,216,-256,75,115,$100,$216.0,$0,,,,,,,$100,$216.0,$0
7-7-2009,cleveland-indians,chicago-white-sox,-54.56%,120,-120,138,-166,18,46,$100,$138.0,$0,,,,,,,,,
7-7-2009,cincinnati-reds,philadelphia-phillies,-57.2%,134,-134,122,-144,12,10,,,,,,,,,,,,
7-7-2009,kansas-city-royals,detroit-tigers,-57.36%,135,-135,184,-222,49,87,$100,$184.0,$0,,,,,,,$100,$184.0,$0
7-7-2009,pittsburgh-pirates,houston-astros,-55.06%,123,-123,102,-123,21,0,,,,,,,,,,,,
7-7-2009,texas-rangers,los-angeles-angels,-52.53%,111,-111,148,-175,37,64,$100,$148.0,$248.0,,,,,,,,,
7-7-2009,new-york-yankees,minnesota-twins,52.91%,-112,112,-133,114,21,2,$100,$113.99999999999999,$0,,,,,,,,,
7-7-2009,toronto-blue-jays,tampa-bay-rays,-56.18%,128,-128,-103,-113,31,15,$100,$88.49557522123895,$188.49557522123894,$100,$88.49557522123895,$188.49557522123894,,,,,,
,,,,,,,,,,$800,$-363.50442477876106,-45.43805309734513%,$200,$-11.504424778761063,-5.7522123893805315%,$0,$0,0%,$200,$-200,-100.0%
,,,,,,,,,,,,,,,,,,,,,,,,
7-8-2009,san-diego-padres,arizona-diamondbacks,-53.7%,116,-116,139,-166,23,50,$100,$139.0,$0,,,,,,,,,
7-8-2009,atlanta-braves,chicago-cubs,-55.06%,123,-123,104,-125,19,2,,,,,,,,,,,,
